"","item_ID","label","english","description","comment","response_scale_discrete","response_scale_vas","branched_from","branched_response","beep_level","beeps_per_day","morning","evening","event","other","children","adolescents","adults","elderly","gen_pop","outpatient","inpatient","which","dataset","contact","open","open_link","request","closed","citation","existing_adapt","existing_ref","how_admin","how_long_beep","reliability","validity","development","item_use","item_instructions","item_other","X","tag"
"3285",3285,"באמצעות הקלטה קולית, נבקש כי תתאר/י את הרגע שעורר בך הכי הרבה רגש (נעים או לא נעים) מאז הפעם האחרונה שמילאת את השאלון.","Please use an audio-recording to describe the most emotionally intense moment (pleasant or unpleasant) since the last time you completed the questionnaire","Observer-rated mentalizing","","Open text answer (categorical)","","","","x","6","","","","","no","no","yes","no","yes","no","no","","daily mentalizing","Yogev Kivity (yogev.kivity@biu.ac.il)","YES","https://osf.io/9cm75/","NO","NO","Steinberg, N., Moshe-Cohen, R., Sheena, L. et al. Capturing a mentalized moment: A pilot study of the psychometric properties of a novel assessment method of mentalizing in daily life. Curr Psychol (2023). https://doi.org/10.1007/s12144-023-04963-w","","","Android operating-system mobile devices","100 minutes","ICC=0.81","","","All audio recordings were transcribed and scored with the Reflective Functioning Scale (11 point scale)","","Remarks about the population: BPD in a non-clinical sample of undergraduate students",3285,""
"3286",3286,"Haben Sie sich seit dem letzten Abruf Gedanken über irgendeine soziale Interaktion gemacht?","Did you ruminate about any social interaction since the last beep?","social rumination / post-event processing","","7-point Likert scale (1=not at all (""gar nicht""), 7=almost all the time (""fast die ganze Zeit"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","no","no","Low or high scores on the Social Phobia Inventory (SPIN)","social rumination","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/3pqdf/?view_only=239c1ae8216c4e4388451b289e018d63","","","Badra, M., Schulze, L., Becker, E. S., Vrijsen, J.N., Renneberg, B. & Zetsche, U. (2017). The association between ruminative thinking and negative interpretation bias in social anxiety. Cognition & emotion, 31(6), 1234-1242. https://doi.org/10.1080/02699931.2016.1193477.","NO","","Smartphone application on study phones or own phones","15 minutes","","","","This item is used as a stand alone item (not part of a scale)","","Please note that the German wording (Gedanken machen über) has a negative connotation and is typically used for recurrent thoughts about something negative.. Remarks about the population: This was neither a clicinal sample nor general population. It was a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses.",3286,""
"3287",3287,"Ich empfand mein Verhalten in sozialen Interaktionen seit dem letzten Abruf als …","I felt my behavior in social interactions since the last alarm was ...","self-perception in social interactions","","7-point Likert scale (1=very negative (""sehr negativ""), 7=very positive (""sehr positiv"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","no","no","Low or high scores on the Social Phobia Inventory (SPIN)","social rumination","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/3pqdf/?view_only=239c1ae8216c4e4388451b289e018d63","","","has not been published","NO","","Smartphone application on own phones","15 minutes","","","","This item is used as a stand alone item (not part of a scale)","","Remarks about the population: This was neither a clicinal sample nor general population. It was a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses.",3287,"stress;event"
"3288",3288,"Wie traurig fühlen Sie sich gerade?","How sad are you feeling right now?","sad mood / feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","yes","no","Major Depression","forecasting students","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/tk3fm/?view_only=2e39ac0b172c44a68d6b3512aaf5b33e","","","Zetsche, U., Bürkner, P. C., & Renneberg, B. (2019). Future expectations in clinical depression: Biased or realistic?. Journal of Abnormal Psychology, 128(7), 678.","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a negative mood scale","","Remarks about the population: The study comprised two samples. 1. a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses in this sample. 2. a sample of currently depressed individuals and a healthy control group (as established by SCID interview)",3288,"rumination"
"3289",3289,"Wie niedergeschlagen fühlen Sie sich gerade?","How depressed are you feeling right now?","depressed mood /feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","yes","no","Major Depression","forecasting students","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/tk3fm/?view_only=2e39ac0b172c44a68d6b3512aaf5b33e","","","Zetsche, U., Bürkner, P. C., & Renneberg, B. (2019). Future expectations in clinical depression: Biased or realistic?. Journal of Abnormal Psychology, 128(7), 678. ANDZetsche, U., Bürkner, P. C., Bohländer, J., Renneberg, B., Roepke, S., & Schulze, L. (2024). Daily Emotion Regulation in Major Depression and Borderline Personality Disorder. Clinical Psychological Science, 12(1), 161-170AND Zetsche, U., Neumann, P., Bürkner, P. C., Renneberg, B., Koster, E. H., & Hoorelbeke, K. (2024). Computerized cognitive control training to reduce rumination in major depression: A randomized controlled trial. Behaviour Research and Therapy, 104521.","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a negative mood scale","","Note that this item was also used in the Emotion regulation MDD and BPD AND Cognitive Control Training datasets. Remarks about the population: The study comprised two samples. 1. a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses in this sample. 2. a sample of currently depressed individuals and a healthy control group (as established by SCID interview)",3289,"social interaction;appraisal"
"3290",3290,"Wie unsicher fühlen Sie sich gerade?","How insecure are you feeling right now?","insecure feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","yes","no","Major Depression","forecasting students","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/tk3fm/?view_only=2e39ac0b172c44a68d6b3512aaf5b33e","","","Zetsche, U., Bürkner, P. C., & Renneberg, B. (2019). Future expectations in clinical depression: Biased or realistic?. Journal of Abnormal Psychology, 128(7), 678.","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a negative mood scale","","Remarks about the population: The study comprised two samples. 1. a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses in this sample. 2. a sample of currently depressed individuals and a healthy control group (as established by SCID interview)",3290,"negative affect"
"3291",3291,"Wie nervös fühlen Sie sich gerade?","How nervous are you feeling right now?","nervious mood /feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","yes","no","Major Depression","forecasting students","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/tk3fm/?view_only=2e39ac0b172c44a68d6b3512aaf5b33e","","","Zetsche, U., Bürkner, P. C., & Renneberg, B. (2019). Future expectations in clinical depression: Biased or realistic?. Journal of Abnormal Psychology, 128(7), 678.","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a negative mood scale","","Remarks about the population: The study comprised two samples. 1. a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses in this sample. 2. a sample of currently depressed individuals and a healthy control group (as established by SCID interview)",3291,"depression"
"3292",3292,"Wie sorglos fühlen Sie sich gerade?","How carefree are you feeling right now?","carefree mood /feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","yes","no","Major Depression","forecasting students","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/tk3fm/?view_only=2e39ac0b172c44a68d6b3512aaf5b33e","","","Zetsche, U., Bürkner, P. C., & Renneberg, B. (2019). Future expectations in clinical depression: Biased or realistic?. Journal of Abnormal Psychology, 128(7), 678.","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a positive mood scale","","Remarks about the population: The study comprised two samples. 1. a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses in this sample. 2. a sample of currently depressed individuals and a healthy control group (as established by SCID interview)",3292,"self-esteem"
"3293",3293,"Wie fröhlich fühlen Sie sich gerade?","How cheerful are you feeling right now?","cheerful mood /feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","5","","","","","no","no","yes","no","yes","yes","no","Major Depression","forecasting students","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://osf.io/tk3fm/?view_only=2e39ac0b172c44a68d6b3512aaf5b33e","","","Zetsche, U., Bürkner, P. C., & Renneberg, B. (2019). Future expectations in clinical depression: Biased or realistic?. Journal of Abnormal Psychology, 128(7), 678.AND Zetsche, U., Bürkner, P. C., Bohländer, J., Renneberg, B., Roepke, S., & Schulze, L. (2024). Daily Emotion Regulation in Major Depression and Borderline Personality Disorder. Clinical Psychological Science, 12(1), 161-170AND Zetsche, U., Neumann, P., Bürkner, P. C., Renneberg, B., Koster, E. H., & Hoorelbeke, K. (2024). Computerized cognitive control training to reduce rumination in major depression: A randomized controlled trial. Behaviour Research and Therapy, 104521.","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a positive mood scale","","Note that this item was also used in the Emotion regulation MDD and BPD AND Cognitive Control Training datasets. Remarks about the population: The study comprised two samples. 1. a student sample screened for low and high scores on a questionnaire assessing social anxiety disorder symptoms. We did not assess any categorical diagnoses in this sample. 2. a sample of currently depressed individuals and a healthy control group (as established by SCID interview)",3293,"anxiety;worry"
"3294",3294,"Wie niedergeschlagen fühlen Sie sich gerade?","How depressed are you feeling right now?","depressed mood /feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","8","","","","","no","no","yes","no","no","yes","no","Major Depression; Borderline Personality Disorder","emotion regulation mdd and bpd","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://doi.org/10.17605/OSF.IO/VDRW7","","","Zetsche, U., Bürkner, P. C., Bohländer, J., Renneberg, B., Roepke, S., & Schulze, L. (2024). Daily Emotion Regulation in Major Depression and Borderline Personality Disorder. Clinical Psychological Science, 12(1), 161-170","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a negative mood scale","","Note that this item was also used in the Forecasting students AND Cognitive Control Training datasets",3294,"positive affect"
"3295",3295,"Wie fröhlich fühlen Sie sich gerade?","How cheerful are you feeling right now?","insecure feeling","","7-point Likert scale (1=not at all (""gar nicht""), 7=very much (""sehr"") (discrete)","","","","x","8","","","","","no","no","yes","no","no","yes","no","Major Depression; Borderline Personality Disorder","emotion regulation mdd and bpd","Ulrike Zetsche (u.zetsche@fu-berlin.de)","Yes","https://doi.org/10.17605/OSF.IO/VDRW7","","","Zetsche, U., Bürkner, P. C., Bohländer, J., Renneberg, B., Roepke, S., & Schulze, L. (2024). Daily Emotion Regulation in Major Depression and Borderline Personality Disorder. Clinical Psychological Science, 12(1), 161-170","yes","Watson, D., & Clark, L. A. (1999). The PANAS-X: Manual for the positive and negative affect schedule-expanded form.","Smartphone application on own phones","15 minutes","","","PANAS-X German Version","This item was part of a positive mood scale","","Note that this item was also used in the Forecasting students AND Cognitive Control Training datasets",3295,"positive affect"
