"","item_ID","label","description","english","tag_automated","check1_tag_remove","check1_tag_add","tag_automated_check1","check2_tag_remove","check2_tag_add","check2_tag_new","edited_by","tag_final"
"3024",3024,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I was short of breath","Panic","To what extent does each statement describe how you have felt within the past hour, that is very recently? I was short of breath","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"3025",3025,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I was trembling or shaking","Panic","To what extent does each statement describe how you have felt within the past hour, that is very recently? I was trembling or shaking","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"3026",3026,"To what extent does each statement describe how you have felt within the past hour, that is very recently? My heart was racing or pounding","Panic","To what extent does each statement describe how you have felt within the past hour, that is very recently? My heart was racing or pounding","evening","","physical health","physical health","","","","Milla;Nieke","physical health"
"3027",3027,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I worried about the future","Worry","To what extent does each statement describe how you have felt within the past hour, that is very recently? I worried about the future","anxiety;worry;evening","","","anxiety;worry","","","","Milla;Nieke","anxiety;worry"
"3028",3028,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt tense","Worry","To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt tense","stress;worry;evening","","","stress;worry","","","","Milla;Nieke","stress;worry"
"3029",3029,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt nervous","Worry","To what extent does each statement describe how you have felt within the past hour, that is very recently? I felt nervous","anxiety;worry;evening","","","anxiety;worry","","","","Milla;Nieke","anxiety;worry"
"3030",3030,"To what extent does each statement describe how you have felt within the past hour, that is very recently? I worried a lot","Worry","To what extent does each statement describe how you have felt within the past hour, that is very recently? I worried a lot","anxiety;worry;evening","","","anxiety;worry","","","","Milla;Nieke","anxiety;worry"
"3031",3031,"Az éjjel mélyen aludtam.","quality of sleep","I had a deep sleep last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3032",3032,"Úgy érzem, rosszul aludtam az éjjel.","quality of sleep","I feel like I slept poorly last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3033",3033,"Több mint fél órába telt, amíg este el tudtam aludni.","quality of sleep","It took me more than half an hour to fall asleep last nightseveral times last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3034",3034,"Többször is felébredtem az éjjel.","quality of sleep","I felt tired after waking up this morning","fatigue;sleep;morning","","","fatigue;sleep","","","","Milla;Nieke","fatigue;sleep"
"3035",3035,"Ma reggel fáradtan ébredtem.","quality of sleep","I woke up several times last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3036",3036,"Úgy érzem, nem aludtam eleget az éjjel.","quality of sleep","I feel like I didnâ€™t get enough sleep last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3037",3037,"Felébredtem az éjszaka közepén.","quality of sleep","I got up in the middle of the night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3038",3038,"Ma reggel kipihenten ébredtem.","quality of sleep","I felt rested after waking up this morning","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3039",3039,"Azt hiszem, csak néhány órát aludtam az éjjel.","quality of sleep","I feel like I only had a couple hours of sleep last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3040",3040,"Azt hiszem, jól aludtam az éjjel.","quality of sleep","I feel I slept well last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3041",3041,"Egy szemhunyásnyit sem aludtam az éjjel.","quality of sleep","I didnâ€™t sleep a wink last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3042",3042,"Tegnap este könnyen elaludtam.","quality of sleep","I didnâ€™t have any trouble falling asleep last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3043",3043,"Amikor éjjel felébredtem, nehezen aludtam vissza.","quality of sleep","After I woke up last night, I had trouble falling asleep again","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3044",3044,"Egész éjjel ide-oda forgolódtam az ágyban.","quality of sleep","I tossed and turned all night last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3045",3045,"Az éjjel nem alhattam többet 5 óránál.","quality of sleep","I didnâ€™t get more than 5 hours sleep last night","sleep;morning","","","sleep","","","","Milla;Nieke","sleep"
"3046",3046,"Álma érzelmi színezete:","dream experiences","The dream was emotionallyâ€¦","morning","","","","","","","Milla;Nieke",""
"3047",3047,"Menynire volt élénk az álma","dream experiences","How vivid was your dream?","morning","","","","","","","Milla;Nieke",""
"3048",3048,"Mennyire volt szokatlan, bizarr az álma?","dream experiences","How unusual or bizarre was your dream?","morning","","","","","","","Milla;Nieke",""
"3049",3049,"Mennyire tudta irányítani, kontrollálni az álmát?","dream experiences","Could you control your dream?","morning","","","","","","","Milla;Nieke",""
"3050",3050,"érdekl?d?","Positive affect","How did you feel the last couple of hours? Please indicate by the words below. ""Interested""","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"3051",3051,"Hogy érezte magát az elmúlt pár órában? Jelemezze az alábbi szavak mentén. izgatott, feldobott","Positive affect","How did you feel the last couple of hours? Please indicate by the words below. ""excited""","arousal;positive affect","","","arousal;positive affect","","","","Milla;Nieke","arousal;positive affect"
"3052",3052,"er?s","Positive affect","How did you feel the last couple of hours? Please indicate by the words below.  ""strong""","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"3053",3053,"lelkes","Positive affect","How did you feel the last couple of hours? Please indicate by the words below.  ""enthusiastic""","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"3054",3054,"büszke","Positive affect","How did you feel the last couple of hours? Please indicate by the words below. ""proud ""","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"3055",3055,"éber","Positive affect","How did you feel the last couple of hours? Please indicate by the words below.  ""alert ""","arousal;positive affect","","","arousal;positive affect","","","","Milla;Nieke","arousal;positive affect"
"3056",3056,"elhívatott","Positive affect","How did you feel the last couple of hours? Please indicate by the words below.  ""inspired""","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"3057",3057,"elszánt, határozott","Positive affect","How did you feel the last couple of hours? Please indicate by the words below.  ""determined ""","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
"3058",3058,"figyelmes","Positive affect","How did you feel the last couple of hours? Please indicate by the words below.  ""attentive""","positive affect","","","positive affect","","","","Milla;Nieke","positive affect"
